entity_id,wp_id,type,family,current_url,canonical_url,workflow_status,final_disposition,priority,review_group,historical_clicks,historical_impressions,historical_ctr,historical_position,actual_status,current_http_status,intended_indexability,indexability_observation,canonical_observation,title_observation,meta_description_observation,h1_observation,schema_observation,finding_count,finding_ids,finding_headings,evidence_classes,audit_outcome,dossier_path
WP-12506,12506,product,products,https://www.mariwork.ir/shop/darkbrown-mariwork-fabric-color-code113/,https://www.mariwork.ir/shop/darkbrown-mariwork-fabric-color-code113/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,714,56569,1.26%,6.41,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/darkbrown-mariwork-fabric-color-code113/'],رنگ پارچه قهوه ای تیره ماری ورک کد 113 - رنگ پارچه ماری ورک,رنگ پارچه قهوه‌ای تیره ماری ورک کد ۱۱۳ خنثیِ گرم و عمیق؛ برای مرزبندی، سایه و نقش‌های طبیعی و برای شاخه و تنه، حاشیه‌گذاری، سایه‌روشن و نقوش سنتی انتخاب,رنگ پارچه قهوه ای تیره ماری ورک کد 113,,3,WP-12506-F001;WP-12506-F002;WP-12506-F003, |  | ,MEASURED;OBSERVED,,pages/products/WP-12506.md
WP-12544,12544,product,products,https://www.mariwork.ir/shop/gray_122/,https://www.mariwork.ir/shop/gray_122/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,503,56111,0.9%,7.52,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/gray_122/'],رنگ پارچه | خاکستری کد 122 - رنگ پارچه ماری ورک,"خاکستری یک رنگ متوسط بین سیاه و سفید است. این یک رنگ خنثی یا رنگ آکروماتیک است، به معنای واقعی کلمه این است که یک رنگ ""بدون رنگ"" است، زیرا می تواند از سیاه و سفید تشکیل شود. اولین استفاده ثبت شده از خاکستری به عنوان نام رنگ در زبان انگلیسی در سال 700 میلادی بود.خاکستری رنگی است که بیشتر با بی طرفی، انطباق، بی حوصلگی، عدم اطمینان، پیری، بی تفاوتی و فروتنی همراه است.",رنگ پارچه | خاکستری کد 122,,2,WP-12544-F001;WP-12544-F002,severity: P1 | severity: P2,MEASURED,,pages/products/WP-12544.md
WP-12602,12602,product,products,https://www.mariwork.ir/shop/six-color-set-60ml/,https://www.mariwork.ir/shop/six-color-set-60ml/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,376,50257,0.75%,4.37,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/six-color-set-60ml/'],رنگ پارچه | ست 6 رنگ 60 میل | شامل رنگ های اصلی + سیاه، سفید و سبز - رنگ پارچه ماری ورک,ست شش رنگ ماری‌ورک شامل سه رنگ اصلی قرمز، زرد و آبی است، به این علت به این رنگ‌ها اصلی گفته می‌شود که آن‌ها از ترکیب رنگ‌های دیگر بوجود نمی‌آیند ولی برای ساخت رنگ‌های دیگر از آن‌ها استفاده می‌شود. ست شش رنگ‌ ماری‌ورک همچنین حاوی دو رنگ سیاه و سفید است که برای روشن و تیره کردن رنگ‌ها استفاده می‌شوند. رنگ سبز هم به واسطه اینکه پس از رنگ‌های اصلی و سیاه و سفید بیشترین درخواست را دارند به این ست اضافه شده‌اند.,رنگ پارچه | ست 6 رنگ 60 میل | شامل رنگ های اصلی + سیاه، سفید و سبز,,2,WP-12602-F001;WP-12602-F002,severity: P1 | severity: P2,MEASURED,"product identity, canonical and crawl-facing metadata are observed; structured-data output and SEO ownership remain unverified.",pages/products/WP-12602.md
WP-12471,12471,product,products,https://www.mariwork.ir/shop/redbrown-mariwork-fabric-color-code105/,https://www.mariwork.ir/shop/redbrown-mariwork-fabric-color-code105/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,106,47983,0.22%,6.41,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/redbrown-mariwork-fabric-color-code105/'],رنگ پارچه آجری ماری ورک کد ۱۰۵ - رنگ پارچه ماری ورک,رنگ پارچه آجری ماری ورک کد 105 حجم 60 میل، رنگی گرم، طبیعی و پرکاربرد برای نقاشی روی پارچه، طراحی لباس، کیف پارچه‌ای، کفش، کوسن و پروژه‌های هنری. مناسب برای اجرای طرح‌های پاییزی، سنتی، طبیعی و ترکیب با رنگ‌های قهوه‌ای، اُکر، سبز و طلایی.,رنگ پارچه آجری ماری ورک کد ۱۰۵,,3,WP-12471-F001;WP-12471-F002;WP-12471-F003, |  | ,MEASURED;OBSERVED,,pages/products/WP-12471.md
WP-12484,12484,product,products,https://www.mariwork.ir/shop/ochre-mariwork-fabric-color-code108/,https://www.mariwork.ir/shop/ochre-mariwork-fabric-color-code108/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,223,45394,0.49%,2.13,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/ochre-mariwork-fabric-color-code108/'],رنگ پارچه اُکر ماری ورک کد 108 - رنگ پارچه ماری ورک,رنگ پارچه اُکر ماری ورک کد 108، رنگی گرم، خاکی و طبیعی برای نقاشی روی پارچه، طراحی لباس، کیف پارچه‌ای، کوسن، شال و پروژه‌های هنری. مناسب برای طرح‌های سنتی، طبیعت‌محور، پاییزی و ترکیب با قهوه‌ای، سبز، آجری و طلایی.,رنگ پارچه اُکر ماری ورک کد 108,,3,WP-12484-F001;WP-12484-F002;WP-12484-F003, |  | ,MEASURED;OBSERVED,,pages/products/WP-12484.md
WP-12502,12502,product,products,https://www.mariwork.ir/shop/orange-mariwork-fabric-color-code112/,https://www.mariwork.ir/shop/orange-mariwork-fabric-color-code112/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,265,45103,0.59%,6.91,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/orange-mariwork-fabric-color-code112/'],رنگ پارچه نارنجی ماری ورک کد 112 - رنگ پارچه ماری ورک,رنگ پارچه نارنجی ماری ورک کد ۱۱۲ گرم و پرانرژی؛ برای نقطه‌های تأکید و پالت‌های شاد و پاییزی و برای گل و برگ پاییزی، طرح گرافیکی، لباس و دکور پارچه‌ای انتخاب,رنگ پارچه نارنجی ماری ورک کد 112,,3,WP-12502-F001;WP-12502-F002;WP-12502-F003, |  | ,MEASURED;OBSERVED,,pages/products/WP-12502.md
WP-12492,12492,product,products,https://www.mariwork.ir/shop/olivegreen-mariwork-fabric-color-code110/,https://www.mariwork.ir/shop/olivegreen-mariwork-fabric-color-code110/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,472,42625,1.11%,6.02,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/olivegreen-mariwork-fabric-color-code110/'],رنگ پارچه سبز زیتونی ماری ورک کد 110 - رنگ پارچه ماری ورک,رنگ پارچه سبز زیتونی ماری ورک کد 110، رنگی خاص، طبیعی و کاربردی برای نقاشی روی پارچه، طراحی لباس، کیف پارچه‌ای، شال، کوسن و پروژه‌های هنری. مناسب برای طرح‌های گیاهی، طبیعت‌محور، نظامی، کلاسیک و ترکیب با اُکر، قهوه‌ای، کرم و طلایی.,رنگ پارچه سبز زیتونی ماری ورک کد 110,,3,WP-12492-F001;WP-12492-F002;WP-12492-F003, |  | ,MEASURED;OBSERVED,,pages/products/WP-12492.md
WP-12511,12511,product,products,https://www.mariwork.ir/shop/turquoseblue-mariwork-fabric-color-code114/,https://www.mariwork.ir/shop/turquoseblue-mariwork-fabric-color-code114/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,128,40138,0.32%,7.24,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/turquoseblue-mariwork-fabric-color-code114/'],رنگ پارچه فیروزه ای ماری ورک کد 114 - رنگ پارچه ماری ورک,رنگ پارچه فیروزه‌ای ماری ورک کد ۱۱۴ ترکیبی از حال‌وهوای آبی و سبز؛ شاداب برای پالت‌های مدرن و دکوراتیو و برای نقش دریایی، فرم هندسی، گل‌وبوته و کاشی‌کاری,رنگ پارچه فیروزه ای ماری ورک کد 114,,3,WP-12511-F001;WP-12511-F002;WP-12511-F003, |  | ,MEASURED;OBSERVED,,pages/products/WP-12511.md
WP-27333,27333,product,products,https://www.mariwork.ir/shop/silver-mariwork-fabric-color-code136/,https://www.mariwork.ir/shop/silver-mariwork-fabric-color-code136/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,220,39992,0.55%,6.88,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/silver-mariwork-fabric-color-code136/'],رنگ پارچه نقره‌ای ماری ورک | کد 136 - رنگ پارچه ماری ورک,رنگ پارچه نقره‌ای ماری ورک: با درخشش و ظرافت در دنیای هنر بدرخشید! این رنگ، لوکس و چشم‌نواز است و به آثار شما جلوه‌ای خاص می‌بخشد. این رنگ، با پوشش‌دهی مناسب و ثبات رنگی مثال‌زدنی، برای چاپ و نقاشی انواع پارچه ایده‌آل است.,رنگ پارچه نقره‌ای ماری ورک | کد 136,,1,WP-27333-F002,SEO ownership and indexability decision are not verified,OBSERVED,,pages/products/WP-27333.md
WP-23912,23912,product,products,https://www.mariwork.ir/shop/heatpen_301/,https://www.mariwork.ir/shop/heatpen_301/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,563,39830,1.41%,5.66,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/heatpen_301/'],خودکار حرارتی - رنگ پارچه ماری ورک,خودکار حرارتی، ابزاری کاربردی برای انتقال دقیق طرح‌ها روی پارچه است. جوهر این خودکار با حرارت سشوار یا اتو محو می‌شود و هیچ اثری از آن باقی نمی‌ماند.(قابل استفاده برای پارچه‌های روشن),خودکار حرارتی,,2,WP-23912-F001;WP-23912-F002,severity: P1 | severity: P2,MEASURED;OBSERVED,"reachable, self-canonical product page with visible product/variation evidence; structured-data output and title/H1 naming policy require verification.",pages/products/WP-23912.md
WP-12541,12541,product,products,https://www.mariwork.ir/shop/white-mariwork-fabric-color-code121/,https://www.mariwork.ir/shop/white-mariwork-fabric-color-code121/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,1472,30861,4.77%,6.18,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/white-mariwork-fabric-color-code121/'],رنگ پارچه سفید ماری ورک | کد 121 - رنگ پارچه ماری ورک,رنگ پارچه سفید ماری ورک، رنگی چندمنظوره، کلاسیک و همیشگی که به کالای شما جلوه‌ای طراوت‌بخش و چشم‌نواز می‌بخشد. این رنگ، با پوشش‌دهی مناسب و ثبات رنگی مثال‌زدنی، برای نقاشی و چاپ انواع پارچه ایده‌آل است. رنگ پارچه سفید، انتخابی ایده‌آل برای خلق آثاری طراوت‌بخش و ارتقای سطح کیفی محصولات شماست.,رنگ پارچه سفید ماری ورک | کد 121,,3,WP-12541-F001;WP-12541-F002;WP-12541-F003,severity: P1 | severity: P2 | severity: P2,MEASURED;OBSERVED,,pages/products/WP-12541.md
WP-33320,33320,product,products,https://www.mariwork.ir/shop/eight-color-set-30ml/,https://www.mariwork.ir/shop/eight-color-set-30ml/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,93,30821,0.3%,8.44,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/eight-color-set-30ml/'],رنگ پارچه | ست 8 رنگ 30 میل | شامل رنگ های اصلی + سیاه، سفید، سبز، نارنجی و بنفش - رنگ پارچه ماری ورک,ست هشت رنگ ماری‌ورک شامل سه رنگ اصلی قرمز، زرد و آبی است، به این علت به این رنگ‌ها اصلی گفته می‌شود که از ترکیب رنگ‌های دیگر بوجود نمی‌آیند ولی برای ساخت رنگ‌های دیگر از آن‌ها استفاده می‌شود. رنگ‌های سبز، نارنجی و بنفش هم رنگ‌های ثانویه هستند که از ترکیب رنگ‌های اصلی بدست می‌آیند. ست هشت رنگ‌ ماری‌ورک همچنین حاوی دو رنگ سیاه و سفید است که برای روشن و تیره کردن رنگ‌ها استفاده می‌شوند. مزیت حجم 30 میل: این حجم انتخابی اقتصادی برای تست و بررسی رنگ‌ها، تمرین و پروژه‌های کم‌حجم است و برای استفاده دانش‌آموزان، دانشجویان و هنرجویان مناسب است.,رنگ پارچه | ست 8 رنگ 30 میل | شامل رنگ های اصلی + سیاه، سفید، سبز، نارنجی و بنفش,,1,WP-33320-F001,No parsed structured-data types in supplied initial HTML evidence,OBSERVED,"sufficient for ChatGPT Second Review. HTTP 200, self-canonical, index/follow meta robots, one H1, images with no reported missing ALT, and set contents/price were observed. Page+Query, Coverage, OG, Rank Math ownership and parsed structured data are NOT_AVAILABLE; `schema_types: []` is recorded. One legacy URL and its supplied direct 301 are recorded. See SYS-004 and SYS-008.",pages/products/WP-33320.md
WP-12524,12524,product,products,https://www.mariwork.ir/shop/black-mariwork-fabric-color-code117/,https://www.mariwork.ir/shop/black-mariwork-fabric-color-code117/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,526,28988,1.81%,2.76,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/black-mariwork-fabric-color-code117/'],رنگ پارچه سیاه ماری ورک کد 117 - رنگ پارچه ماری ورک,رنگ پارچه سیاه ماری ورک کد ۱۱۷ عمیق و ساختاری؛ برای خط دور، کنتراست و تعریف فرم و برای خطوط محیطی، تایپوگرافی، سایه و پترن گرافیکی انتخاب مناسبی است.,رنگ پارچه سیاه ماری ورک کد 117,,3,WP-12524-F001;WP-12524-F002;WP-12524-F003, |  | ,MEASURED;OBSERVED,,pages/products/WP-12524.md
WP-12520,12520,product,products,https://www.mariwork.ir/shop/red-mariwork-fabric-color-code116/,https://www.mariwork.ir/shop/red-mariwork-fabric-color-code116/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,598,20786,2.88%,5.62,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/red-mariwork-fabric-color-code116/'],رنگ پارچه قرمز ماری ورک کد 116 - رنگ پارچه ماری ورک,رنگ پارچه قرمز ماری ورک کد ۱۱۶ پرقدرت و جلب‌توجه‌کننده؛ برای مرکز توجه و ترکیب‌های گرم و برای گل، نشانه گرافیکی، حاشیه و جزئیات لباس انتخاب مناسبی است.,رنگ پارچه قرمز ماری ورک کد 116,,3,WP-12520-F001;WP-12520-F002;WP-12520-F003, |  | ,MEASURED;OBSERVED,,pages/products/WP-12520.md
WP-14448,14448,product,products,https://www.mariwork.ir/shop/orange_fluorescent_101/,https://www.mariwork.ir/shop/orange_fluorescent_101/,CODEX_AUDITED,NOT_DECIDED,,STORE / SHOP,43,19117,0.22%,2.52,200,200,UNKNOWN_NEEDS_VERIFICATION,"index, follow, max-snippet:-1, max-video-preview:-1, max-image-preview:large",['https://www.mariwork.ir/shop/orange_fluorescent_101/'],رنگ پارچه | نارنجی فلورسنت کد 101 - رنگ پارچه ماری ورک,"رنگ‌های فلورسنت ماری ورک حاوی مواد معدنی فلورسنت هستند که در معرض نور یووی Ult یاماورا بنفش، نور مرئی ساطع می کنند. توجه داشته باشید که این نوع رنگ با رنگ شب تاب متفاوت است و فقط زیر نور یووی می‌درخشد. و در نور روز رنگی روشن و به اصطلاح عامه ""جیغ"" دارد.",رنگ پارچه | نارنجی فلورسنت کد 101,,2,WP-14448-F001;WP-14448-F002,severity: P1 | severity: P2,MEASURED,,pages/products/WP-14448.md
